Wilaya,Commune,Zone_Sismique,Policy_Count,Total_Capital,Avg_Vulnerability,Risk_Weighted_Capital,Concentration_Pct
16 - ALGER,99 - ALGER,IIa,447,"40804543615,22","0,31476510067114094","18442597291,836","13,622"
31 - ORAN,1019 - ORAN,IIa,999,"27820147715,22","0,3124924924924925","11727495650,947199","9,288"
19 - SETIF,1182 - SETIF,IIb,1101,"26346995355,34","0,40930063578564946","15384364486,739202","8,796"
25 - CONSTANTINE,513 - CONSTANTINE,0,742,"9662246675,04","0,26563342318059296","2810216234,012","3,226"
16 - ALGER,106 - BEB EZZOUAR,IIa,233,"7679660205,84","0,31287553648068667","2660782505,1024","2,564"
19 - SETIF,1158 - EL EULMA,IIb,2170,"7420811168,0","0,40652534562211984","3158701990,2400002","2,477"
16 - ALGER,147 - ROUIBA,IIa,258,"6125961110,0","0,30930232558139537","2786795295,9599996","2,045"
9 - BLIDA,356 - MOUZAIA,III,10,"5369822177,21","0,61","4288671141,768","1,793"
36 - EL TAREF,623 - EL KALA,0,6,"4907536000,0","0,3","1472260800,0","1,638"
15 - TIZI OUZOU,1503 - TIZI OUZOU,IIa,1186,"4805618603,2","0,30202360876897133","1463207283,96","1,604"
35 - BOUMERDES,471 - TIDJELABINE,I,19,"4256824429,0","0,2210526315789474","1356018806,88","1,421"
16 - ALGER,105 - BARAKI,IIa,334,"4124900702,32","0,34059880239520957","1818881525,9136","1,377"
11 - TAMENRASSET,1315 - TAMANRASSET,III,765,"3844964140,0","0,5005228758169934","1957003600,0","1,284"
12 - TEBESSA,1344 - TEBESSA,III,106,"3476574079,23","0,5613207547169812","2491507848,538","1,161"
35 - BOUMERDES,461 - LARBATACHE,I,23,"3236164400,0","0,23304347826086957","776302880,0","1,08"
29 - MASCARA,786 - MASCARA,I,953,"3006705197,37","0,2000419727177335","601381039,474","1,004"
16 - ALGER,118 - CHERAGA ALGER,IIa,598,"2887511137,0","0,3269899665551839","931269341,1","0,964"
34 - B.B ARRERIDJ,368 - BORDJ BOU ARRERIDJ,IIa,950,"2800127070,0","0,32456842105263156","913561884,6","0,935"
14 - TIARET,1384 - TIARET,IIb,439,"2731204830,6","0,4621412300683371","1370735901,7280002","0,912"
15 - TIZI OUZOU,1504 - TIZI RACHED,IIa,106,"2652197950,0","0,3181132075471698","989519385,0","0,885"
16 - ALGER,119 - DAR EL BEIDA,IIa,387,"2416502970,0","0,3248062015503876","788177691,0","0,807"
16 - ALGER,136 - KOUBA,IIa,432,"2380410343,5","0,31222222222222223","740101809,45","0,795"
13 - TLEMCEN,1560 - TLEMCEN,I,63,"2321655022,16","0,20317460317460317","551018462,5184","0,775"
16 - ALGER,125 - EL BIAR,IIa,116,"2270063670,0","0,31551724137931036","772740606,0","0,758"
16 - ALGER,111 - BIRTOUTA,IIa,313,"2267859369,0","0,3427476038338658","797611477,44","0,757"
26 - MEDEA,838 - MEDEA,IIb,316,"2147329718,2","0,44582278481012655","992703902,336","0,717"
25 - CONSTANTINE,515 - EL KHROUB,0,527,"2083064140,9","0,2660341555977229","614337545,225","0,695"
9 - BLIDA,342 - BLIDA,III,494,"2075126220,0","0,5248987854251013","1168112110,0","0,693"
5 - BATNA,174 - BATNA,IIa,622,"1993948559,08","0,30009646302250803","598304567,724","0,666"
15 - TIZI OUZOU,1498 - TIGZIRT,IIa,335,"1912350321,0","0,30107462686567166","600658982,28","0,638"
35 - BOUMERDES,450 - BOUMERDES,I,223,"1858125388,0","0,20860986547085203","419288677,6","0,62"
16 - ALGER,109 - BIR KHADEM,IIa,390,"1776120954,01","0,33215384615384613","581179486,2036","0,593"
36 - EL TAREF,614 - BESBES EL TARF,0,1,"1640833620,49","0,4","656333448,1960001","0,548"
18 - JIJEL,710 - TAHER,IIa,797,"1627693720,0","0,3000752823086575","489388116,0","0,543"
16 - ALGER,102 - BABA HASSEN,IIa,260,"1603610640,0","0,3369230769230769","540876432,0","0,535"
35 - BOUMERDES,465 - OULED MOUSSA,I,219,"1586162000,0","0,23342465753424657","386777160,0","0,53"
6 - BEJAIA,260 - BEJAIA,IIb,466,"1550602181,95","0,4116738197424893","632776872,78","0,518"
35 - BOUMERDES,459 - KHEMIS EL KHECHNA,I,93,"1509726650,0","0,23526881720430107","439888970,00000006","0,504"
15 - TIZI OUZOU,1466 - BOGHNI,IIa,453,"1467846970,0","0,3010596026490066","441104091,0","0,49"
16 - ALGER,122 - DOUERA,IIa,216,"1458514406,25","0,3397222222222222","494496722,25","0,487"
43 - MILA,884 - HAMALA,IIa,4,"1434020000,0","0,345","516210000,0","0,479"
23 - ANNABA,156 - ANNABA,IIb,431,"1425740060,0","0,4322969837587007","605732024,0","0,476"
31 - ORAN,1003 - BIR EL DJIR,IIa,464,"1375383670,0","0,30982758620689654","420928101,0","0,459"
27 - MOSTAGANEM,918 - MOSTAGANEM,I,248,"1367273082,0","0,2059677419354839","301337576,08","0,456"
16 - ALGER,137 - LES EUCALYPTUS,IIa,421,"1354327170,0","0,3437529691211401","459092151,0","0,452"
16 - ALGER,124 - EL ACHOUR,IIa,112,"1353138029,2","0,31607142857142856","529117176,45600003","0,452"
16 - ALGER,114 - BORDJ EL KIFFAN,IIa,249,"1337391529,3899999","0,32433734939759035","425284597,8804","0,446"
16 - ALGER,120 - DELY BRAHIM,IIa,177,"1308795100,0","0,31898305084745765","428572530,0","0,437"
16 - ALGER,134 - HYDRA,IIa,137,"1277221430,0","0,31270072992700726","389796429,0","0,426"
16 - ALGER,143 - OULED FAYET,IIa,230,"1274482207,0","0,3203478260869565","404538662,1","0,425"
31 - ORAN,997 - AIN TURK,IIa,141,"1255680460,0","0,3021276595744681","413009538,0","0,419"
42 - TIPAZA,1404 - HADJOUT,IIb,488,"1192433440,0","0,41131147540983604","495613376,0","0,398"
42 - TIPAZA,1417 - TIPAZA,IIb,348,"1186250620,0","0,4298850574712644","507668248,0","0,396"
23 - ANNABA,162 - EL BOUNI,IIb,415,"1146415725,0","0,4433734939759036","496806290,0","0,383"
48 - RELIZANE,1104 - SIDI KHETTAB,I,3,"1120564393,9499998","0,32000000000000006","358580606,064","0,374"
26 - MEDEA,813 - BERROUAGHIA,IIb,291,"1028229410,0","0,4442611683848797","470767896,8","0,343"
15 - TIZI OUZOU,1459 - AZAZGA,IIa,173,"998763700,0","0,3027745664739884","309873176,4","0,333"
16 - ALGER,97 - AIN BENIAN (ALGER),IIa,291,"997434888,0","0,3051546391752577","302991866,4","0,333"
7 - BISKRA,308 - BISKRA,IIa,75,"988501410,0","0,34","351288423,0","0,33"
16 - ALGER,139 - MOHAMMADIA ALGER,IIa,260,"981896530,0","0,32053846153846155","309106719,0","0,328"
16 - ALGER,135 - KHRAISSIA,IIa,153,"963195960,0","0,34274509803921566","330447588,0","0,322"
15 - TIZI OUZOU,1472 - FREHA,IIa,173,"848033820,0","0,34231213872832367","292277876,4","0,283"
16 - ALGER,126 - EL HARRACH,IIa,186,"835805760,0","0,3303225806451613","279379728,0","0,279"
25 - CONSTANTINE,516 - HAMMA BOUZIANE,0,250,"820892683,0","0,29259999999999997","227178172,4","0,274"
16 - ALGER,141 - OUED SMAR,IIa,41,"779639290,0","0,34097560975609753","298626987,0","0,26"
44 - AIN DEFLA,34 - AIN-DEFLA,IIa,282,"778649693,05","0,3376595744680851","257749479,315","0,26"
16 - ALGER,154 - ZERALDA,IIa,198,"763508506,0","0,32","239492551,8","0,255"
16 - ALGER,110 - BIR MOURAD RAIS,IIa,153,"753979170,0","0,31450980392156863","236136321,0","0,252"
28 - M SILA,972 - SIDI AISSA,0,162,"753497800,0","0,27499999999999997","210934450,0","0,252"
16 - ALGER,123 - DRARIA,IIa,122,"746252880,28","0,3186885245901639","240885413,964","0,249"
43 - MILA,897 - TELAGHMA,IIa,189,"729958860,0","0,3495238095238095","255467658,0","0,244"
16 - ALGER,146 - REGHAIA,IIa,214,"728720966,26","0,3030841121495327","222546289,878","0,243"
5 - BATNA,172 - ARRIS,IIa,315,"726094890,0","0,30057142857142854","218368467,0","0,242"
46 - AIN TIMOUCHENT,80 - HAMMAM BOUHADJAR,I,5,"717822073,5799999","0,2720000000000001","229171564,34560004","0,24"
19 - SETIF,1140 - BAZER SAKRA,IIb,119,"712683060,0","0,4228571428571429","337105224,0","0,238"
9 - BLIDA,360 - OULED YAICH BLIDA,III,266,"706617250,0","0,5537593984962407","374758625,0","0,236"
15 - TIZI OUZOU,1470 - DRAA BEN KHEDDA,IIa,172,"689168180,0","0,30104651162790697","206960454,0","0,23"
16 - ALGER,130 - EL MOURADIA,IIa,124,"685148330,0","0,32225806451612904","221010999,0","0,229"
15 - TIZI OUZOU,1478 - IFLISSEN TIZI OUZOU,IIa,75,"629747110,0","0,3","188924133,0","0,21"
43 - MILA,877 - CHELGHOUM LAID,IIa,204,"624990665,0","0,33882352941176475","211665199,8","0,209"
16 - ALGER,116 - BOUZAREAH,IIa,98,"618134290,0","0,30551020408163265","188904447,0","0,206"
16 - ALGER,138 - MAHELMA,IIa,118,"615413459,03","0,3101694915254237","186694037,709","0,205"
16 - ALGER,150 - SIDI MOUSSA,IIa,129,"609835160,0","0,30697674418604654","194764548,0","0,204"
28 - M SILA,962 - MSILA,0,254,"603990140,0","0,2511811023622047","151447535,0","0,202"
35 - BOUMERDES,456 - EL KHARROUBA,I,7,"594415000,0","0,2571428571428572","187067000,00000003","0,198"
10 - BOUIRA,410 - BOUIRA,III,266,"592133990,0","0,5353383458646617","305466995,0","0,198"
16 - ALGER,152 - STAOUELI,IIa,166,"567788921,8","0,3177108433734939","175136676,54","0,19"
27 - MOSTAGANEM,917 - MEZAGHRANE,I,78,"547664203,0","0,20974358974358973","119279240,6","0,183"
42 - TIPAZA,1394 - BOU ISMAIL,IIb,105,"545206460,0","0,4365714285714286","229042584,0","0,182"
9 - BLIDA,344 - BOUFARIK,III,183,"534899380,0","0,5174863387978142","273349690,0","0,179"
25 - CONSTANTINE,514 - DIDOUCHE MOURAD,0,106,"530732110,0","0,2844339622641509","154201027,5","0,177"
16 - ALGER,148 - SAOULA,IIa,72,"504860560,0","0,32916666666666666","185118168,0","0,169"
39 - El Oued,586 - EL OUED,I,104,"502884687,0","0,23423076923076921","123256779,68","0,168"
43 - MILA,891 - ROUACHED,IIa,25,"501986903,0","0,3072","232188667,44","0,168"
5 - BATNA,170 - AIN TOUTA,IIa,6,"498219000,0","0,36999999999999994","238010580,0","0,166"
16 - ALGER,142 - OULED CHEBEL,IIa,55,"488524000,0","0,3469090909090909","172813200,0","0,163"
3 - LAGHOUAT,749 - LAGHOUAT,I,216,"462780750,7","0,20074074074074075","93610326,568","0,154"
16 - ALGER,133 - HUSSEIN DEY,IIa,65,"455584625,0","0,31846153846153846","143593387,8","0,152"
16 - ALGER,113 - BORDJ EL BAHRI,IIa,80,"451410365,0","0,3075","137981509,5","0,151"
21 - SKIKDA,1247 - AZZABA,IIa,5,"448750000,0","0,33599999999999997","161235000,0","0,15"
35 - BOUMERDES,454 - DELLYS,I,113,"442440946,0","0,22123893805309736","92104189,44","0,148"
44 - AIN DEFLA,49 - EL ATTAF,IIa,157,"436158130,0","0,3481528662420382","150576939,0","0,146"
9 - BLIDA,362 - SOUMAA BLIDA,III,155,"430592840,0","0,5374193548387096","233276420,0","0,144"
6 - BEJAIA,254 - AKBOU,IIb,39,"422514260,0","0,4205128205128206","194187784,0","0,141"
15 - TIZI OUZOU,1446 - AIT AISSA MIMOUN,IIa,124,"422392200,0","0,3","126717660,0","0,141"
16 - ALGER,98 - AIN TAYA,IIa,14,"420415660,0","0,30428571428571427","126184698,0","0,14"
15 - TIZI OUZOU,1487 - MECHTRASS,IIa,120,"407049040,0","0,30049999999999993","122174712,0","0,136"
23 - ANNABA,163 - EL HADJAR,IIb,17,"401752130,0","0,4329411764705883","191260852,0","0,134"
18 - JIJEL,698 - EMIR ABDELKADER,IIa,148,"395885670,0","0,3012162162162162","123445701,0","0,132"
19 - SETIF,1149 - BIR EL ARCH,IIb,86,"367820560,0","0,4176744186046512","163768224,0","0,123"
19 - SETIF,1162 - GUELTA ZERGA,IIb,76,"360327450,0","0,43052631578947365","169210980,0","0,12"
25 - CONSTANTINE,509 - AIN ABID,0,127,"352927388,96","0,2622047244094488","93161847,24","0,118"
15 - TIZI OUZOU,1493 - OUAGUENOUN,IIa,111,"351247480,0","0,3043243243243243","107114244,0","0,117"
12 - TEBESSA,1335 - EL OUENZA,III,156,"349491310,0","0,5006410256410256","174945655,0","0,117"
40 - KHENCHELA,726 - KHENCHELA,IIa,118,"344474190,0","0,3","103342257,0","0,115"
31 - ORAN,1011 - ES SENIA,IIa,69,"342745010,0","0,3217391304347826","109327503,0","0,114"
1 - ADRAR,1 - ADRAR,0,2,"336240000,0","0,25","84060000,0","0,112"
21 - SKIKDA,1277 - SKIKDA,IIa,108,"334093774,46","0,34055555555555556","114410449,6056","0,112"
35 - BOUMERDES,448 - BOUDOUAOU,I,73,"324160220,0","0,20876712328767125","67756844,0","0,108"
15 - TIZI OUZOU,1427 - LAYOUNE,IIa,4,"322096037,5","0,3","96628811,25","0,108"
19 - SETIF,1134 - AIN OULMANE,IIb,5,"321000000,0","0,48","154080000,0","0,107"
6 - BEJAIA,274 - EL KSEUR,IIb,155,"317812933,46","0,4490322580645161","136645173,384","0,106"
16 - ALGER,121 - DJISR KSENTINA,IIa,91,"315136460,0","0,3224175824175824","100278378,0","0,105"
28 - M SILA,952 - HAMMAM DHALAA,0,69,"307797700,0","0,28695652173913044","82764425,0","0,103"
16 - ALGER,115 - BOUROUBA,IIa,115,"306900220,0","0,30469565217391303","93420066,0","0,102"
2 - CHLEF,480 - BOUKADIR,IIb,75,"299455430,0","0,4672","157622172,00000003","0,1"
5 - BATNA,173 - BARIKA,IIa,51,"297375540,0","0,30117647058823527","101212662,0","0,099"
16 - ALGER,149 - SIDI MHAMED ALGER,IIa,63,"296189120,0","0,3152380952380952","92140950,0","0,099"
15 - TIZI OUZOU,1460 - AZEFFOUN,IIa,40,"293663090,0","0,306","88878927,0","0,098"
35 - BOUMERDES,458 - ISSER,I,98,"291844930,0","0,20448979591836733","59566895,2","0,097"
36 - EL TAREF,621 - ECHATT,0,69,"291559370,0","0,2855072463768116","82539842,5","0,097"
35 - BOUMERDES,444 - BAGHLIA,I,26,"290187650,0","0,23692307692307693","67971610,0","0,097"
38 - TISSEMSILT,1438 - TISSEMSILT,IIa,7,"274655849,2","0,40285714285714286","130637807,61599998","0,092"
43 - MILA,885 - MILA,IIa,79,"271480100,0","0,31670886075949367","85704030,0","0,091"
21 - SKIKDA,1260 - EL HARROUCH,IIa,133,"264215880,0","0,3040601503759398","79864764,0","0,088"
16 - ALGER,151 - SOUIDANIA,IIa,58,"254754703,2","0,3196551724137931","79788346,752","0,085"
16 - ALGER,103 - BACH DJERRAH,IIa,92,"251968294,5","0,30978260869565216","78416188,35","0,084"
6 - BEJAIA,297 - TAZMALT,IIb,88,"245355270,0","0,48000000000000004","123822108,0","0,082"
18 - JIJEL,700 - JIJEL,IIa,91,"245147310,0","0,3","73544193,0","0,082"
35 - BOUMERDES,457 - HAMMEDI,I,26,"240829750,5","0,22","53670630,120000005","0,08"
4 - OUM EL BOUAGHI,1050 - AIN MLILA,IIa,123,"239734740,0","0,33024390243902435","78160422,0","0,08"
9 - BLIDA,352 - GUERROUAOU,III,63,"237074430,0","0,5777777777777777","128657215,0","0,079"
6 - BEJAIA,257 - AMIZOUR,IIb,90,"225761950,0","0,40355555555555556","91248780,0","0,075"
48 - RELIZANE,1099 - OUED RHIOU,I,4,"220528309,6","0,24","52926794,304","0,074"
15 - TIZI OUZOU,1492 - OUADHIA,IIa,87,"219503290,0","0,30206896551724133","66090987,0","0,073"
16 - ALGER,108 - BENI MESSOUS,IIa,31,"206962550,0","0,3212903225806451","66320565,0","0,069"
6 - BEJAIA,299 - TICHI,IIb,49,"203831220,0","0,413061224489796","83532488,0","0,068"
39 - El Oued,593 - MIH OUENSA,I,5,"203000000,0","0,24","48720000,0","0,068"
22 - SIDI BEL ABBES,1223 - SIDI BEL ABBES,IIa,81,"200915550,0","0,3333333333333333","65272665,0","0,067"
9 - BLIDA,346 - BOUINAN,III,73,"200352487,0","0,5054794520547945","103066243,5","0,067"
19 - SETIF,1167 - HAMMAM SKHOUNA,IIb,72,"197179470,0","0,4055555555555556","79271788,0","0,066"
28 - M SILA,934 - AIN EL HADJEL,0,49,"196094400,0","0,2826530612244898","54853600,0","0,065"
6 - BEJAIA,290 - SOUK EL THENINE,IIb,54,"195098740,0","0,4562962962962963","88119496,0","0,065"
16 - ALGER,132 - HARAOUA,IIa,57,"190634780,0","0,3063157894736842","59698434,0","0,064"
35 - BOUMERDES,453 - CORSO,I,28,"186529000,0","0,2057142857142857","37721800,0","0,062"
9 - BLIDA,341 - BENI TAMOU,III,42,"186093960,0","0,5428571428571429","107446980,0","0,062"
15 - TIZI OUZOU,1486 - MAKOUDA,IIa,41,"184931190,0","0,3","55479357,0","0,062"
6 - BEJAIA,283 - OUED GHIR,IIb,55,"183696507,5","0,4203636363636364","75238603,0","0,061"
15 - TIZI OUZOU,1497 - TADMAIT,IIa,56,"182243010,0","0,3032142857142857","54972903,0","0,061"
42 - TIPAZA,1411 - MEURAD,IIb,73,"178650350,0","0,4054794520547945","72260140,0","0,06"
19 - SETIF,1143 - BENI AZIZ,IIb,77,"176342000,0","0,4051948051948052","70936800,0","0,059"
15 - TIZI OUZOU,1467 - BOUDJIMA,IIa,49,"175321070,0","0,30489795918367346","54366321,0","0,059"
43 - MILA,894 - TADJENANET,IIa,69,"175162690,0","0,3521739130434783","61284807,0","0,058"
34 - B.B ARRERIDJ,369 - BORDJ GHDIR,IIa,62,"169471040,0","0,30580645161290326","51240312,0","0,057"
44 - AIN DEFLA,63 - TIBERKANINE,IIa,24,"168043250,0","0,32249999999999995","51852975,0","0,056"
34 - B.B ARRERIDJ,384 - MANSOURA,IIa,17,"164350000,0","0,3070588235294118","49785000,0","0,055"
15 - TIZI OUZOU,1499 - TIMIZART,IIa,38,"161925829,16","0,32842105263157895","52001948,747999996","0,054"
9 - BLIDA,340 - BENI MERED,III,52,"153434580,0","0,5326923076923077","80517290,0","0,051"
25 - CONSTANTINE,510 - AIN SMARA,0,26,"152109170,0","0,2653846153846154","38967292,5","0,051"
27 - MOSTAGANEM,912 - HASSI MAAMECHE,I,28,"150771700,0","0,20714285714285716","32934340,0","0,05"
9 - BLIDA,347 - CHEBLI,III,26,"149654700,0","0,5307692307692308","85077350,0","0,05"
18 - JIJEL,691 - CHEKFA,IIa,67,"147229600,0","0,3","44168880,0","0,049"
18 - JIJEL,696 - EL KENNAR NOUCHFI,IIa,72,"145699880,0","0,3","43709964,0","0,049"
21 - SKIKDA,1273 - OUM TOUB,IIa,10,"143773550,0","0,3","43132065,0","0,048"
27 - MOSTAGANEM,928 - SIRAT,I,37,"143621950,0","0,20216216216216218","28844390,0","0,048"
16 - ALGER,450 - BOUMERDES,IIa,19,"136935700,0","0,31263157894736837","45100710,0","0,046"
42 - TIPAZA,1396 - BOURKIKA,IIb,48,"135777020,0","0,42","56390808,0","0,045"
15 - TIZI OUZOU,1485 - MAATKA,IIa,48,"135190150,0","0,30375","40737045,0","0,045"
34 - B.B ARRERIDJ,376 - EL HAMMADIA,IIa,45,"131112130,0","0,3426666666666667","45309639,0","0,044"
35 - BOUMERDES,464 - OULED HADJADJ,I,26,"130937690,0","0,21538461538461537","28016338,0","0,044"
9 - BLIDA,354 - LARBAA BLIDA,III,23,"130876285,0","0,5521739130434782","72688142,5","0,044"
27 - MOSTAGANEM,914 - KHEIR EDDINE,I,16,"129930000,0","0,235","30234000,0","0,043"
16 - ALGER,101 - BAB EL OUED,IIa,35,"129373980,0","0,3171428571428571","40984194,0","0,043"
16 - ALGER,107 - BEN AKNOUN,IIa,32,"123894820,0","0,31124999999999997","38896446,0","0,041"
43 - MILA,889 - OUED SEGUEN,IIa,31,"123521420,0","0,34451612903225803","42216426,0","0,041"
31 - ORAN,1022 - SIDI CHAMI,IIa,33,"123119828,0","0,30363636363636365","37055948,4","0,041"
35 - BOUMERDES,449 - BOUDOUAOU EL BAHRI,I,15,"122886540,0","0,21066666666666667","25497308,0","0,041"
35 - BOUMERDES,473 - ZEMMOURI,I,13,"122721340,0","0,2030769230769231","25944268,0","0,041"
42 - TIPAZA,1398 - CHERCHEL,IIb,28,"122437280,0","0,41428571428571426","51534912,0","0,041"
42 - TIPAZA,1400 - DOUAOUDA,IIb,34,"122223380,0","0,40941176470588236","49529352,0","0,041"
44 - AIN DEFLA,47 - EL ABBADIA,IIa,47,"121505460,0","0,3536170212765958","42823638,0","0,041"
16 - ALGER,368 - BORDJ BOU ARRERIDJ,IIa,2,"120590000,0","0,3","36177000,0","0,04"
2 - CHLEF,484 - CHLEF,IIb,52,"120435030,0","0,40923076923076923","48734012,0","0,04"
25 - CONSTANTINE,520 - ZIGHOUD YOUCEF,0,68,"119432830,0","0,25220588235294117","30308207,5","0,04"
42 - TIPAZA,1407 - KOLEA,IIb,38,"118554440,0","0,4126315789473684","48621776,0","0,04"
15 - TIZI OUZOU,1444 - AIN ZAOUIA,IIa,40,"117733030,0","0,3","35319909,0","0,039"
35 - BOUMERDES,470 - THENIA,I,16,"116509580,0","0,2","23301916,0","0,039"
21 - SKIKDA,1276 - SIDI MEZGHICHE,IIa,76,"114507330,0","0,301578947368421","34592199,0","0,038"
5 - BATNA,193 - ICHEMOUL,IIa,40,"114201030,0","0,3","34260309,0","0,038"
23 - ANNABA,155 - AIN BERDA,IIb,8,"111575010,0","0,48000000000000004","68790004,00000001","0,037"
15 - TIZI OUZOU,1468 - BOUNOUH,IIa,24,"110675000,0","0,305","33322500,0","0,037"
19 - SETIF,1148 - BENI OUARTILANE,IIb,45,"109815000,0","0,4693333333333334","51182000,0","0,037"
27 - MOSTAGANEM,924 - SAYADA,I,17,"107431300,0","0,20705882352941177","22234260,0","0,036"
15 - TIZI OUZOU,1469 - BOUZGUEN,IIa,48,"106372850,0","0,3","31911855,0","0,036"
6 - BEJAIA,259 - BARBACHA,IIb,44,"105263200,0","0,4","42105280,0","0,035"
